PERIOD,RADIUS,DENSITY,NUM_PLANETS,DURATION,TEFF,DEPTH
2.9346956,23.898,0.993,1.0,3.447,6728.0,11160.0
3.5115357,12.81,0.993,1.0,3.527,5490.8,9290.0
12.2981251,9.70951,0.993,1.0,3.98,5614.0,14968.0
13.156969,9.1,0.993,1.0,3.30605,5529.0,714.1
1.6127665,3.567,0.993,1.0,1.717,5359.2,9630.0
6.79164656,1.01,1.54556,2.0,3.343,5772.0,102.6
370.2402,29.24,0.00297,1.0,31.46,6296.0,1272.6
43.169798,1.47,0.23637,1.0,9.686,5929.0,120.8
10.7781558,1.24,3.45502,1.0,3.005,6386.0,121.3
6.146653835,10.6445904,0.993,2.0,7.9079384,5406.0,8094.9889377
16.271,3.567,0.993,1.0,3.30605,5940.0,0.0312
11.6601667,2.08,0.00949,1.0,5.882,5791.0,181.0
26.939433,2.869,0.993,0.0,3.30605,5716.0,714.1
69.8956789,3.04,0.62928,1.0,5.276,5390.0,548.4
11.12827427,4.04,3.77092,3.0,2.6118,3640.0,6057.0
357.82544,1.7,1.94093,1.0,9.12,6131.0,152.5
7.0846492,2.1949984,0.993,1.0,3.102328,5517.8,591.5301151
2.489550708,36.91,0.49213,1.0,2.84685,6018.0,29839.0
371.51852,2.28,0.00401,1.0,30.94,6227.0,263.0
6.6713748,9.63035,0.993,1.0,3.299,5614.5,7480.0
14.78767172,3.46,0.58731,4.0,6.1191,5814.0,781.8
11.1619384,1.97,0.22251,3.0,5.195,6200.0,124.4
2.849271,4.43,2.8,1.0,3.30605,4300.0,714.1
13.414031,8.766,0.993,1.0,4.578,5614.0,6670.0
17.9559673,1.96,0.01245,2.0,6.237,5641.0,137.0
4.887803076,4.82,3.69348,1.0,2.36255,4778.0,4315.8
15.78157905706,11.76767971,0.993,0.0,3.30605,5780.0,1.20077993
6.146653835,3.3789105,0.993,1.0,12.4042036,6358.0,178.9213506
366.55705,2.63,2.05577,1.0,11.62,5857.0,582.5
3.797473,3.567,0.993,0.0,3.30605,5024.68,11.8402
6.673117,2.46610713,0.993,1.0,3.30605,4937.0,714.1
0.764017553,0.86,3.7212,3.0,1.103,5142.0,128.2
1.075158342,20.09,4.13149,1.0,1.295,4067.0,30.2
3.1256662,3.567,0.993,1.0,2.903,4940.2,4065.0
5.17968868,18.91,0.00583,1.0,3.7256,5761.0,121.8
9.75833,0.88,0.993,3.0,3.30605,5726.0,0.0504
