PERIOD,RADIUS,DENSITY,NUM_PLANETS,DURATION,TEFF,DEPTH,DISPOSITION_ENCODED
1.013774136,18.59,2.73492,1.0,1.2774,3644.0,33878.0,1
7.11879848,41.17,1.26835,1.0,4.11282,5578.0,107660.0,0
3.336123113,1.74,3.61764,3.0,1.9616,5097.0,516.3,2
30.2111162,4.44,3.50012,1.0,4.202,5132.0,92.6,0
3.326193904,14.72,8.28627,1.0,2.08375,3520.0,178470.0,0
1.6180578,3.567,0.993,1.0,1.8204969,5726.0,17254.7980935,1
29.2254372,1.35,1.36734,1.0,5.293,6049.0,174.1,1
3.5266608,5.79479,0.993,1.0,2.105,5668.0,1320.0,1
5.801881299,62.9,0.44448,1.0,4.21133,7259.0,34470.0,0
0.933749941,12.93,0.04326,1.0,6.606,3682.0,415.3,0
7.9945503,3.4801634,0.993,1.0,4.7645363,6088.0,484.9830269,1
542.07975,9.2,0.09,6.0,3.30605,6320.0,714.1,2
6.198273591,19.81,0.18955,1.0,7.53837,6038.0,47303.0,0
9.510911,3.567,0.993,0.0,3.30605,3941.0,0.7834,0
18.42794957,2.24,2.36419,1.0,2.9264,4768.0,706.6,2
3.4532143,16.9569136,0.993,1.0,2.445241,6028.0,13153.3310188,1
44.18938922,14.0,0.12348,1.0,6.8151,6061.0,4293.5,0
3.17463577,9.32,0.00317,1.0,10.988,5999.0,405.9,0
1.55028,14.723,0.993,1.0,1.571,5039.5,23529.8,0
31.71922,3.75,0.993,4.0,3.30605,5315.0,714.1,2
7.1357259,2.7853042,0.993,1.0,2.5094893,5446.0,1047.4205923,1
5.817854,3.567,0.993,0.0,3.30605,5726.0,0.9632,0
8.7709021,12.5053,0.993,1.0,0.926,6208.0,1107.0,1
73.894163515,39.18,2.00498,1.0,9.48995,5442.0,213900.0,0
2.612273,12.9095,0.993,1.0,3.005,5874.0,7680.0,1
6.9279673,9.55039,0.993,1.0,1.868,5950.0,6830.0,1
28.55158187,1.97,1.83329,2.0,4.1502,4621.0,807.8,2
6.146653835,3.567,0.993,6.0,3.30605,6226.0,714.1,2
9.0150439,12.2284921,0.993,1.0,1.6002059,6083.61,4800.0853698,1
1.0754572,8.40705,0.993,1.0,1.832,6290.0,690.0,0
9.72664,8.42,0.993,1.0,3.30605,5726.0,0.2692,2
1.6649585,10.3733412,0.993,1.0,1.5790965,6155.0,8938.5425954,1
2.514628496,1.27,4.72758,1.0,1.6239,5662.0,228.4,2
1.632,9.24379,0.993,1.0,1.466,5997.0,5500.0,0
3.3138453,8.15594,0.993,1.0,3.863,6153.0,3550.0,1
2.8900249,3.567,0.993,1.0,0.506,4305.3,25960.0,1
2.99792926,1.12,0.23993,1.0,4.398,5888.0,45.4,2
11.02875,2.76586,0.993,2.0,2.715,4272.0,1694.0,1
12.7187255,2.5924633,0.993,1.0,3.1582562,4036.3,1144.1789073,1
1.5492212,6.80431,0.993,1.0,2.287,8364.0,1420.0,0
452.10093,2.08,1.94667,1.0,12.69,6276.0,464.0,0
1.540393027,2.17,2.18856,1.0,1.75,5466.0,526.2,0
1.525924746,8.86,1.67657,1.0,1.955,5000.0,74.1,0
50.47759052,3.567,0.993,1.0,2.02,5726.0,714.1,0
1.104462494,1.6,8.41524,1.0,1.0458,5002.0,469.1,2
272.54288087,2.35,79.41125,1.0,3.0246,5677.0,807.2,0
49.49059818,3.567,0.993,1.0,1.61,5726.0,714.1,1
64.740274,1.35,0.05202,2.0,15.082,5999.0,113.1,1
28.848339,3.657,0.993,0.0,3.30605,5344.0,714.1,1
9.12208711,52.66,0.70059,1.0,4.62417,5857.0,58790.0,0
2.010607,1.28,0.993,0.0,3.30605,3806.0,714.1,1
10.8680523,2.90726,0.993,1.0,2.375,4664.0,1553.0,1
5.803439,3.567,0.993,0.0,3.30605,5029.0,62.7831,0
3.02558494,1.62,0.18203,2.0,3.0008,6123.0,128.3,2
485.57785,2.18,8.55051,1.0,6.67,5255.0,853.0,0
26.201446,2.26,0.993,1.0,3.30605,4801.0,714.1,2
0.524175803,1.27,9.04642,1.0,0.7648,5278.0,236.8,2
195.7093855,3.567,0.993,3.0,10.78,5726.0,714.1,0
57.10412,5.61,0.993,0.0,3.30605,5726.0,0.3222,1
10.4212788,36.9,0.00033,1.0,28.4832,6183.0,148.0,0
1.7292684,6.71,0.993,1.0,3.30605,4103.0,714.1,2
6.13049,12.5189,0.993,1.0,6.11,6078.0,3640.0,1
3.855603916,13.61,1.18411,1.0,3.2179,6033.0,16653.0,2
2.074205,3.567,0.993,1.0,2.806,6987.0,8150.0,1
2.757584622,1.01,30.83073,1.0,0.9267,3683.0,563.1,2
3.77881664,3.99,0.08346,1.0,5.819,6115.0,47.1,0
7.40985182,1.18,41.33342,1.0,1.131,5462.0,201.1,1
18.79591276,7.39,0.18078,2.0,7.5235,6163.0,2431.4,2
1.337561836,1.11,2.95915,1.0,1.575,6406.0,41.0,0
1.311558909,1.15,1.53669,1.0,1.919,5926.0,141.3,2
20.13490007,2.98,0.87716,2.0,3.7962,4963.0,1035.2,2
1.8119168,8.20112,0.993,1.0,2.618,6146.0,5510.0,1
5.1087099,12.7621,0.993,1.0,1.011,5770.0,16220.0,1
2.99194823,0.78,0.11837,1.0,4.39,5269.0,99.6,0
0.83442282,0.64,1.0993,2.0,1.873,5838.0,50.9,0
14.37457572,1.94,1.15872,2.0,4.7892,5768.0,335.8,2
2.30183,1.12,0.993,0.0,3.30605,4616.52,2.268,1
2.9761504,1.02,0.12013,1.0,6.079,4236.0,259.5,0
5.09506,2.14,0.09204,1.0,5.73,6700.0,23.6,0
41.4661,3.45,0.993,1.0,3.30605,5726.0,0.098,2
25.8944827,17.6301,0.993,1.0,2.136,4375.0,27610.0,1
15.64588656,2.18,2.26608,1.0,3.959,5896.0,572.1,2
321.02094,1.96,6.002,1.0,7.51,5334.0,592.9,0
5.21395046,1.24,1.31714,1.0,3.188,5529.0,78.5,1
10.65275054,2.2,4.98044,1.0,2.684,5602.0,740.7,2
0.643468999,0.88,3.77394,1.0,1.1108,5670.0,108.0,0
250.4858,2.1,0.94847,1.0,12.72,5377.0,674.6,0
349.03703,2.27,28.848,1.0,4.76,5583.0,777.0,0
4.175186,12.92,0.993,1.0,3.30605,5950.0,714.1,2
21.9184,3.18,0.993,0.0,3.30605,5726.0,0.133,1
16.294213708,68.05,1.30728,1.0,6.01687,6237.0,174010.0,0
1.9905105,5.94241,0.993,1.0,2.62,6211.0,2270.0,0
6.36283414,1.12,1.02437,1.0,3.752,5955.0,159.4,1
1.71028117,0.91,0.69168,1.0,2.61,5910.0,111.6,0
0.646745436,1.49,0.27412,7.0,1.188,6325.0,115.6,0
0.821472455,0.92,0.49032,1.0,2.433,4889.0,127.1,0
8.60133,5.31,0.993,0.0,3.30605,5726.0,0.2804,1
16.00747237,2.99,1.84859,2.0,1.267,5857.0,277.6,2
6.1161423,6.70408,0.993,1.0,1.424,5858.0,3588.0,1
136.355967,1.42,19.27796,1.0,3.17,6077.0,165.1,0
6.403011,7.96127,0.993,1.0,5.82,5713.3,3868.0,1
18.372561,8.40725,0.993,1.0,4.807,5822.0,4311.0,1
3.7519831,12.9516,0.993,1.0,2.891,5389.0,17240.0,1
36.9870862,8.83849,0.993,1.0,3.771,6110.1,5950.0,1
8.8263579,12.1777996,0.993,1.0,3.4318591,6016.0,5877.74804,1
10.9911631,21.5876,0.993,1.0,1.559,4915.3,18917.0,1
24.141229,4.0770689,0.993,1.0,3.069765,6156.0,1612.7795426,1
40.70206194,3.567,0.993,0.0,3.30605,3759.0,0.536,1
4.6200781,7.04607,0.993,1.0,2.149,5999.0,3480.0,0
1.906633332,2.72,0.02429,1.0,3.0825,6736.0,268.0,0
63.1448519,2.8828549,0.993,1.0,4.9925509,4152.0,1697.0188103,1
2.3206673,4.047,0.993,1.0,0.969,4231.0,2935.0,1
3.3399432,3.567,0.993,1.0,4.2534704,5095.6,9074.0787832,1
5.9097139,18.7334,0.993,1.0,5.732,6508.0,8420.0,1
5.24,1.1,0.993,3.0,3.30605,3420.0,0.067,2
15.5174519,2.43592,0.993,1.0,5.322,5780.0,434.0,1
23.6272223,3.84,0.15178,1.0,7.9,8308.0,154.6,0
1.387206724,103.41,0.45506,1.0,3.82527,7207.0,151430.0,0
16.9348104,1.31,2.64272,3.0,3.408,4650.0,346.3,2
13.8198702,3.09224,0.993,1.0,5.041,5598.0,328.0,1
1.8882882,17.6221,0.993,1.0,2.714,6436.0,18080.0,1
1.25562,2.95064,0.993,1.0,2.304,5717.0,290.0,0
2.464160779,36.93,0.01505,1.0,2.427,5238.0,116.7,0
5.5822739,11.6541,0.993,1.0,1.463,5997.0,7390.0,1
6.2089181,9.2,2.00299,1.0,2.292,5548.0,1664.0,0
2.1186344,3.567,0.993,1.0,2.553,3898.0,4200.0,1
6.9862794,3.32,0.993,1.0,3.30605,3891.0,0.291,2
12.4285576,2.22,0.00565,1.0,13.98,5492.0,620.1,0
0.53482911,0.54,4.20711,1.0,0.996,3229.0,704.0,0
3.9759251,13.4485221,0.993,1.0,2.4026632,4693.0,31337.4687251,1
23.5541012,2.33,0.32025,1.0,7.3,9565.0,95.2,2
2.7612237,1.84,0.44627,1.0,3.681,6381.0,66.8,2
2.024143568,1.94,0.72886,3.0,2.5273,5794.0,239.4,2
30.952606,3.0,0.993,1.0,3.30605,5726.0,714.1,2
0.7839149,3.567,0.993,1.0,1.6423921,5780.0,918.1396434,1
8.7529,1.59,0.993,2.0,3.30605,4326.0,714.1,2
62.3026877,3.05,0.50914,6.0,7.509,5688.0,859.3,2
33.2948005,1.46,10.84224,1.0,2.997,6217.0,215.7,0
5.462689263,36.25,0.12981,1.0,3.2605,5929.0,4184.6,0
2.5650361,13.0681,0.993,1.0,2.273,5866.0,9190.0,1
40.0691482,13.25,0.29941,1.0,2.928,5485.0,784.1,1
17.99643716,30.08,1.34044,1.0,4.164,4438.0,36923.0,0
11.6158,3.567,0.993,0.0,3.30605,3189.0,8.83,0
10.26547688,1.81,0.70563,1.0,3.733,5699.0,399.6,0
11.561052,2.03,0.993,1.0,3.30605,5920.0,714.1,2
164.57506747,3.567,0.993,1.0,9.57,5726.0,714.1,0
1.625522174,9.73,1.28198,1.0,2.38963,5539.0,7969.0,2
6.7822781,9.0508641,0.993,1.0,2.6460451,5225.0,10143.2450255,1
0.251647,27.97665274,0.993,0.0,3.30605,5833.0,714.1,1
5.6148305,9.62058,0.993,1.0,3.829,9856.0,2300.0,1
214.3120439,9.17,0.5002,1.0,16.2938,6471.0,4523.4,2
3.3055191,1.27,0.993,0.0,3.30605,3430.0,0.111,1
1.8048106,14.8028768,0.993,1.0,4.3641932,5972.0,4555.9682539,1
4.5352255,1.753622,0.993,1.0,3.0733542,5788.42,195.4048675,1
3.0579913,14.2454281,0.993,1.0,3.125607,5967.0,7764.9825702,1
4.9186433,10.544,0.993,1.0,1.849,4394.0,19840.0,1
2.1970052,12.6118,0.993,1.0,2.966,5636.0,7470.0,1
1.2916,2.03,0.993,2.0,3.30605,3778.0,714.1,2
16.4547455,4.11474,0.993,1.0,4.517,5826.0,2186.0,1
3.42064689,2.27,0.47172,2.0,1.767,5370.0,356.8,2
623.005238,66.64,0.7123,1.0,23.5615,5689.0,140330.0,0
13.697384,4.211945,0.993,1.0,4.783848,5837.0,1061.94658,0
21.294733865,71.55,0.65979,1.0,7.60143,6039.0,123180.0,0
8.49640437,2.14,3.56038,1.0,2.2128,5093.0,834.0,2
2.2349708,11.1799,0.993,1.0,2.016,6305.2,3870.0,1
2.8456505,6.4972,0.993,1.0,2.556,6112.0,2681.0,1
0.835315046,30.54,0.29215,1.0,2.45449,5009.0,16876.0,0
1.1109316,12.8052345,0.993,1.0,1.9803068,6498.6,2227.4346262,1
6.397886,3.567,0.993,1.0,2.296,5324.0,9792.0,1
1.89873195,0.93,5.89271,1.0,1.382,5942.0,78.0,1
9.6837921,3.567,0.993,1.0,2.4006056,8598.7,4238.2399008,1
3.47701312,3.567,0.993,0.0,3.30605,5225.91,2.062,1
10.81315417,1.46,9.9606,1.0,1.275,6380.0,80.3,0
2.5577037,3.9587,0.993,1.0,2.577,6039.0,530.0,1
17.4372954,11.4845,0.993,1.0,2.967,6520.0,2060.0,1
96.6781852,3.29,4.04888,3.0,5.6957,5386.0,951.3,2
355.86134,2.79,0.25762,1.0,23.39,5736.0,1220.7,1
7.05185637,3.567,0.993,2.0,3.69,5726.0,714.1,0
5.233450136,70.33,0.29245,1.0,8.57374,5841.0,430420.0,0
253.87706,1.81,1.26323,1.0,11.18,6553.0,265.6,0
3.4321678,9.36413,0.993,1.0,5.115,6176.0,1950.0,1
3.2136333,11.1273,0.993,1.0,1.875,6189.4,7810.0,0
265.2996227,33.81,4.29723,2.0,8.8452,5873.0,100160.0,0
1.540389045,32.54,2.20679,1.0,1.8325,4964.0,485.7,0
19.741616041,82.98,7.1654,1.0,3.07231,6535.0,88822.0,0
34.25951418,2.41,2.89759,3.0,4.7743,5409.0,1072.5,2
76.87935893,7.71,22.55318,1.0,2.3819,3638.0,21272.0,1
4.01628,1.64,0.993,2.0,3.30605,5758.0,714.1,2
43.535891,1.86,3.39358,2.0,4.712,5481.0,576.6,1
2.42232,3.567,0.993,1.0,2.873,2838.0,5696.52,0
7.3142625,12.5859,0.993,1.0,3.367,4881.0,18810.0,1
6.09705,3.567,0.993,7.0,3.30605,5726.0,714.1,2
13.28689997,2.78,3.45528,2.0,3.2825,5730.0,1039.6,2
2.0344366,0.901106,0.993,2.0,0.958248,3022.0,1142.0994266,1
4.4921154,14.9094,0.993,1.0,3.108,5353.0,19562.0,1
153.521361,3.09,22.19524,1.0,3.893,6233.0,255.2,0
95.6114617,2.37,2.03186,2.0,7.489,6002.0,487.4,2
15.5523703,3.54892,0.993,1.0,5.554,5759.0,723.0,1
7.226944171,237.79,0.07032,1.0,23.0124,6270.0,682180.0,0
5.05821338,10.69,1.13328,2.0,1.132,4883.0,748.3,2
2.873138,3.97027,0.993,1.0,2.908,5856.0,1240.0,0
2.0353259,11.6988,0.993,1.0,2.032,5771.0,12030.0,1
24.81097206,4.22,7.04712,2.0,3.2245,6086.0,2090.8,2
4.521953,1.593,0.993,2.0,3.30605,5789.0,714.1,2
41.0772969,3.25,2.25399,1.0,5.525,5665.0,1216.8,0
6.0749198,10.0564,0.993,1.0,2.728,5643.0,6328.0,1
15.9042402,3.79,2.15761,2.0,2.093,5583.0,444.8,1
17.95473,14.9952,0.993,1.0,3.139,6029.5,5962.04,0
0.54028956,21.45,0.1147,1.0,3.619,5997.0,293.5,0
5.3331348,10.0196,0.993,1.0,2.805,5807.7,5670.0,1
0.532087933,74.83,0.74301,1.0,3.45028,5780.0,510370.0,0
9.47850818,1.47,0.35078,3.0,6.154,6249.0,184.6,2
0.915782856,32.86,0.05771,1.0,2.24,6318.0,301.0,0
1.022678654,1.14,3.5012,1.0,1.3712,5366.0,129.2,2
3.7833369,13.3743,0.993,1.0,3.386,5266.0,11530.0,1
41.55209,4.3,0.993,0.0,3.30605,5726.0,0.3044,1
3.840130917,33.44,1.22902,1.0,2.8951,5931.0,60401.0,0
3.793306,1.56,0.993,1.0,3.30605,3669.0,714.1,2
3.72273683,0.52,0.03517,1.0,8.552,5898.0,37.8,0
5.1941869,10.8037,0.993,1.0,1.581,6085.6,5955.0,1
2.0478359,12.2554,0.993,1.0,1.559,3854.0,40591.0,1
4.73363,5.81,0.993,1.0,3.30605,5726.0,0.0973,2
2.790862,16.72,0.993,1.0,3.30605,5726.0,0.9773,2
1.445433,3.493627,0.993,1.0,3.684343,3266.0,16635.28994,0
1.225,3.567,0.993,0.0,3.30605,5222.0,0.0224,1
0.7438074,9.77911,0.993,1.0,1.377,5182.0,633.0,0
0.515875396,7.22,0.0715,1.0,1.21,7229.0,1773.0,0
155.046089,444.08,0.06066,1.0,10.205,6513.0,2238.0,0
59.7711433,3.17,0.53689,1.0,4.843,6214.0,574.5,2
2.8300213,6.47417,0.993,1.0,1.646,6205.0,3790.0,0
1.1096992,9.33715,0.993,1.0,2.097,8666.0,620.0,0
2.183517999,4633.66,0.02335,1.0,4.2703,3198.0,1321.6,0
11.682369,1.45,1.97976,2.0,2.71,6089.0,234.5,1
168.84663,1.45,1.56085,1.0,9.75,5897.0,215.1,0
0.883778461,1.09,0.97896,1.0,1.6339,5975.0,120.1,0
3.1726875,11.911,0.993,1.0,2.05,5056.0,18990.0,1
37.809539,1.79,0.78635,1.0,7.547,5595.0,487.4,0
1.4556637,3.567,0.993,0.0,3.30605,6520.0,2.958,1
1.546222068,0.77,0.02565,3.0,7.998,5611.0,49.4,0
19.895,7.46,0.64,1.0,3.30605,5741.0,714.1,2
3.1420495,12.6079161,0.993,1.0,2.6691319,4996.0,18253.753966,1
7.4539297,3.567,0.00126,1.0,14.21,5726.0,714.1,0
0.715802309,25.52,0.23503,1.0,1.5586,5239.0,2208.6,0
8.22241355,2.28,3.53227,1.0,2.71,4213.0,1468.6,2
4.78850084,0.63,3.71904,4.0,2.099,5208.0,66.5,1
0.752158047,106.66,0.45618,1.0,2.42733,5770.0,37879.0,0
9.3251498,1.89,0.993,2.0,3.30605,4024.0,0.0821,2
67.968656,1.71,1.02857,3.0,7.948,5670.0,321.8,2
1.33254024,0.59,0.09839,1.0,3.16,6071.0,35.8,0
3.3792968,3.567,0.993,1.0,1.196,6125.1,6680.0,1
1.992812339,6.81,0.03649,4.0,2.066,3638.0,314.8,2
1.204529346,1.4,1.98632,1.0,1.62,5340.0,86.9,0
6.9392854,3.567,0.993,1.0,5.859,5726.0,14590.0,1
2.08807,12.4,0.993,0.0,3.30605,5726.0,0.0717,1
119.67747,36.8,0.00217,1.0,32.274,6075.0,3254.1,0
438.81524,1.36,12.44843,1.0,6.75,5324.0,332.8,0
6.6717686,2.18,0.993,2.0,3.30605,4500.0,0.0831,2
8.4130034,4.3741604,0.993,1.0,2.5601309,6529.0,490.4350481,1
736.5601487,13.9475,0.993,1.0,4.183,5895.4,3600.0,0
27.6853358,3.11,0.3553,1.0,4.661,5216.0,1660.7,0
13.1147744,9.79059,0.993,1.0,4.318,5496.1,3890.0,1
2.41434868,0.97,9.60814,1.0,1.2701,4507.0,191.0,2
27.3714952,18.3071322,0.993,1.0,9.708321,5903.0,11052.8460427,1
2.8114961,1.39962,0.993,1.0,3.35,6768.0,90.0,1
3.9299344,3.567,0.993,1.0,1.2628875,5780.0,2252.0354917,1
7.6605425,3.567,0.993,1.0,4.425,5726.0,5210.0,0
12.8770845,10.8337698,0.993,1.0,1.9419484,5953.0,7385.1208646,1
14.3400358,0.68,0.72721,1.0,5.7,3358.0,1706.0,0
48.249552,17.99855135,0.993,0.0,3.30605,5792.0,714.1,1
44.4304059,2.61,0.35682,4.0,10.306,5951.0,238.5,2
0.94242156,3.567,0.993,1.0,1.89,5726.0,714.1,0
131.0,5.51,0.993,6.0,3.30605,6199.0,714.1,2
2.97607935,1.1,0.07039,1.0,4.606,5547.0,130.4,0
1.41853,3.93221,0.993,1.0,2.728,6329.0,560.0,0
7.4190257,11.48,0.993,1.0,2.472,6004.0,11610.0,1
4.534451,23.183789,0.993,1.0,4.936391,6421.5,23574.842911,0
3.439221,6.2369,0.993,1.0,1.693,5053.0,5050.0,1
0.554633,3.567,0.993,0.0,3.30605,4729.0,2.677,0
16.2276756,2.11,1.39845,1.0,3.699,5328.0,525.8,0
212.760495,2.8,36.6743,1.0,3.703,7021.0,195.8,0
6.146653835,7.51,0.993,2.0,3.30605,5726.0,0.3145,1
46.2991052,4.33,2.91812,1.0,5.2481,5396.0,854.9,1
2.861159894,4.37,0.22208,1.0,1.8832,6126.0,1014.3,0
4.9197461,12.6447,0.993,1.0,3.023,5822.0,10380.0,1
8.368791,7.49,0.993,1.0,3.30605,3970.42,714.1,2
22.88159,1.75221592,0.993,3.0,3.30605,5134.0,714.1,2
14.4217699,9.4489967,0.993,1.0,2.3406411,6026.94,2348.45658,1
0.522199,3.567,0.993,0.0,3.30605,5726.0,3.5912,0
1.44438449,1.08,0.46492,1.0,2.704,6667.0,75.4,0
20.004714,0.89,6.43311,1.0,2.952,5299.0,115.7,0
0.760935268,35.68,1.31222,1.0,2.77023,4675.0,370600.0,0
4.70847097,19.58,0.23803,1.0,6.0503,6214.0,32622.0,0
47.3860753,9.77368,0.993,1.0,1.81,4415.0,19550.0,1
4.728422,13.0542,0.993,1.0,1.398,5655.8,10770.0,1
12.4551225,8.675766,0.694,1.0,3.30605,5282.0,714.1,2
2.7863813,12.0024836,0.993,1.0,1.8415464,5376.0,11628.7594512,1
5.0487451,0.67,0.66294,1.0,4.007,5450.0,67.6,1
12.69905011,2.62,1.93518,2.0,2.9899,5291.0,797.4,2
25.431861399,43.42,1.09091,1.0,5.23771,5754.0,46565.0,0
17.0548288,9.80945,0.993,1.0,4.555,5769.0,5295.0,1
6.17039154,2.17,5.5888,1.0,2.116,6137.0,502.9,0
44.616751,2.31,0.40915,1.0,7.831,6763.0,239.7,2
2.995357359,112.12,0.20243,1.0,6.57901,5949.0,172400.0,0
246.87131,2.02,1.53175,1.0,10.69,6168.0,433.6,0
3.270563,3.567,0.993,1.0,1.682,5219.5,9670.0,1
18.87022157,2.82,5.61288,2.0,3.1404,5402.0,1096.6,2
25.0985083,1.59,2.1809,3.0,2.7727,5782.0,167.6,2
6.2820426,23.76,0.00732,1.0,7.941,6635.0,1413.0,0
1.5873866,1.09083,0.993,1.0,1.51,5028.0,110.0,0
2.5610662,2.3454,0.993,1.0,4.338,6161.0,170.0,1
0.566802672,1.08,0.15172,1.0,3.545,5102.0,31.7,0
2.61090223,1.8,0.66319,2.0,1.976,5514.0,222.5,1
1.9741954,1.79,0.993,1.0,3.30605,3712.0,714.1,2
1.3926549,13.3635819,0.993,1.0,2.0005269,5615.0,7098.4535786,1
34.573718512,0.42,27.82477,1.0,2.1742,3374.0,399.0,1
17.5859472,2.24,2.83348,1.0,3.815,5780.0,509.5,0
32.939614,2.279,0.993,2.0,3.30605,3457.0,714.1,2
8.27745764,2.46,3.27949,1.0,2.713,5129.0,197.2,2
1.374249107,96.85,0.1704,1.0,5.3181,7053.0,136660.0,0
1.2667147,8.31491,0.993,1.0,1.712,6084.0,1870.0,0
27.40229859,3.63,0.77467,4.0,6.8491,6198.0,747.5,2
297.71402,45.69,0.24906,2.0,13.413,4916.0,1374.5,0
15.22895514,3.0,2.33268,2.0,2.5967,5456.0,1124.8,2
5.1442317,13.8382,0.993,1.0,5.856,5936.0,4310.0,1
7.68433346,2.58,1.69524,3.0,1.4346,4402.0,1175.0,2
9.0105414,2.1513682,0.993,1.0,1.8443264,3275.0,4125.0713,1
37.3683802,10.58,2.70988,1.0,2.8,5101.0,206.6,0
104.8205868,6.45,1.62532,2.0,4.4794,5986.0,3920.1,1
12.426173,2.67,0.00021,1.0,30.64,6367.0,115.1,0
3.4074188,17.1042,0.993,1.0,3.111,6237.0,18130.0,1
17.72722648,35.18,4.69937,1.0,4.1376,6021.0,147140.0,0
90.097375,1.7,0.38775,2.0,12.697,6116.0,282.6,1
2.8067423,13.4381,0.993,1.0,1.997,5863.0,17630.0,1
6.146653835,2.6737151,0.993,1.0,3.6676275,4677.0,1168.7878058,1
2.58819,1.587,0.993,2.0,3.30605,5726.0,0.03,2
22.06402,2.67,0.17456,1.0,4.1,6232.0,388.7,2
3.4608812,19.0253,0.993,1.0,3.608,5695.0,16514.0,1
4.01798053813,1.1017624,0.993,1.0,3.30605,3166.0,0.28089118,2
2.405625303,1.11,59.30023,1.0,0.6283,5450.0,163.5,1
0.589458602,0.98,9.12761,1.0,0.8278,5286.0,158.4,0
1.05459,1.29,0.993,0.0,3.30605,3445.0,714.1,1
3.1243759,12.9639,0.993,1.0,3.93,5477.0,6498.0,1
3.291897,3.39,0.993,0.0,3.30605,3850.0,714.1,1
7.0911739,14.5208,0.993,1.0,5.635,5924.0,8187.0,1
6.18943952,0.65,3.55108,5.0,2.3316,5051.0,83.2,2
2.3745416,13.6144,0.993,1.0,3.17,5865.0,10590.0,1
25.7054557,1.75,0.35719,1.0,6.059,6326.0,266.3,0
11.5379235,3.827,0.993,1.0,3.661,5835.0,1405.0,1
0.2097217,11.9597,0.993,1.0,0.25,6046.0,1250.0,1
20.2729914,11.80305668,1.07,1.0,3.30605,5870.0,1.603,2
5.7517969,6.2303216,0.993,1.0,3.0489623,6510.3,701.5728877,1
0.945825494,1.14,0.87041,1.0,1.8496,6116.0,104.7,0
0.93346092,3.567,0.993,0.0,3.30605,6035.64,0.194,1
3.8030207,4.18884,0.993,1.0,2.537,5035.0,2103.0,1
4.9107194,14.9335,0.993,1.0,4.445,6302.0,8240.0,1
1.51264208,36.72,0.95512,1.0,1.871,5258.0,23842.0,0
21.570508432,63.68,0.14642,1.0,13.8604,6322.0,134180.0,0
1.55400389,1.59,2.54733,3.0,1.7664,5409.0,465.8,2
1.131305,3.93,0.993,0.0,3.30605,5726.0,0.1366,1
3.2358535,3.567,0.993,1.0,3.777,5095.6,5460.0,0
0.6680065,15.4569,0.993,1.0,0.835,5159.0,550.0,0
3.375716723,2.34,0.15164,1.0,1.5436,6310.0,175.7,1
1.575631524,28.66,0.38307,1.0,2.59202,6202.0,25627.0,0
17.1057,5.91,0.993,0.0,3.30605,5726.0,1.006,1
110.7556272,29.64,0.67189,1.0,6.819,6525.0,8067.0,1
7.3744897,2.85,2.9,2.0,3.30605,4491.0,714.1,2
6.326763,2.07,0.993,1.0,3.30605,5741.0,714.1,2
28.027891356,31.3,0.12058,1.0,17.3269,5231.0,243230.0,0
36.0484798,1.24,1.4348,2.0,5.763,5602.0,127.6,1
4.3415097,3.567,0.993,1.0,1.7793909,3427.0,103523.691837,1
5.0825188,0.88,0.75634,1.0,3.328,5706.0,105.0,0
2.41194057,1.35,2.02488,1.0,1.787,5598.0,67.3,1
2.302365255,63.06,0.01104,1.0,23.88,5948.0,62160.0,0
0.952377862,28.44,0.06071,1.0,4.0869,5662.0,2122.3,0
53.1991439,2.8396233,0.993,1.0,6.2024225,5729.0,591.4602835,1
4.9640641,13.6926,0.993,1.0,4.908,6323.0,4910.0,1
2.6788253,5.07891,0.993,1.0,2.49,6863.0,350.0,0
43.2675604,1.61,0.12949,1.0,8.331,5747.0,69.1,1
6.6716723,1.27,2.86343,1.0,2.693,6086.0,154.4,1
3.3133491,14.7466,0.993,1.0,3.881,6690.0,8900.0,1
4.1846077,11.2001,0.993,1.0,1.805,5714.9,10662.0,1
16.2117629,7.2826036,0.993,1.0,5.3495584,6119.0,3669.0022778,1
5.9910569,2.3197704,0.993,1.0,3.4644509,5711.7,411.3820085,1
20.49041,2.34,2.21987,1.0,4.369,5681.0,661.8,2
5.7619248,1.37,0.993,1.0,3.30605,5350.0,0.0226,2
4.4247361,10.688,0.993,1.0,2.757,5536.0,13312.0,1
4.0483695,13.766,0.993,1.0,2.896,6054.0,12060.0,1
2.4841939,11.8,0.993,1.0,3.30605,5994.0,0.92,2
5.95489993,2.33,3.48052,3.0,2.3892,4261.0,1410.7,2
4.4984354,3.12,0.993,0.0,3.30605,4309.0,0.185,1
3.0295916,3.567,0.993,1.0,2.473,5081.3,14333.0,1
12.82252496,20.12,0.0529,1.0,18.8,5845.0,19268.0,0
1.110599919,1.07,3.73573,1.0,1.3493,5227.0,157.6,0
9.48814747,0.73,29.11492,3.0,1.163,5680.0,47.9,1
1.4893582,12.5424,0.993,1.0,1.286,6208.0,8600.0,1
0.515552803,13.96,0.17661,2.0,1.7869,5068.0,1224.1,0
2.3933087,2.03235,0.993,1.0,5.507,6393.0,150.0,1
5.9214231,2.8781652,0.993,1.0,2.2680522,4361.0,1221.9430373,1
4.8622127,12.335,0.993,1.0,6.011,6142.0,3480.0,1
34.1365,10.54,0.993,0.0,3.30605,5726.0,0.3371,1
